1.000000000000000000e+02,-1.408207893371582031e+00,4.020843505859375000e-01,-5.201673507690429688e+00
1.010000000000000000e+02,-1.384661197662353516e+00,3.353500366210937500e-01,-5.263690948486328125e+00
1.020000000000000000e+02,-1.371205210685729980e+00,3.792190551757812500e-01,-5.277362823486328125e+00
1.030000000000000000e+02,-1.262494802474975586e+00,1.633193850517272949e+00,-5.222962856292724609e+00
1.040000000000000000e+02,-1.182559013366699219e+00,1.689256906509399414e+00,-5.235799312591552734e+00
1.000000000000000000e+02,-1.408295631408691406e+00,4.019970893859863281e-01,-5.201795578002929688e+00
1.010000000000000000e+02,-1.384742736816406250e+00,3.356246948242187500e-01,-5.263153076171875000e+00
1.020000000000000000e+02,-1.371150612831115723e+00,3.791294097900390625e-01,-5.277462005615234375e+00
1.030000000000000000e+02,-1.262527585029602051e+00,1.633166432380676270e+00,-5.222999095916748047e+00
1.040000000000000000e+02,-1.182557106018066406e+00,1.689239501953125000e+00,-5.235820770263671875e+00
1.000000000000000000e+02,-1.408220291137695312e+00,4.020891189575195312e-01,-5.201711654663085938e+00
1.010000000000000000e+02,-1.384634017944335938e+00,3.354549407958984375e-01,-5.263484954833984375e+00
1.020000000000000000e+02,-1.371076107025146484e+00,3.792972564697265625e-01,-5.277019500732421875e+00
1.030000000000000000e+02,-1.262470006942749023e+00,1.633157491683959961e+00,-5.222971916198730469e+00
1.040000000000000000e+02,-1.182548284530639648e+00,1.689245820045471191e+00,-5.235828876495361328e+00
1.000000000000000000e+02,-1.408321380615234375e+00,4.020323753356933594e-01,-5.201753616333007812e+00
1.010000000000000000e+02,-1.384690761566162109e+00,3.356056213378906250e-01,-5.262966156005859375e+00
1.020000000000000000e+02,-1.371054649353027344e+00,3.792190551757812500e-01,-5.277194976806640625e+00
1.030000000000000000e+02,-1.262492299079895020e+00,1.633165001869201660e+00,-5.222984313964843750e+00
1.040000000000000000e+02,-1.182531237602233887e+00,1.689255833625793457e+00,-5.235805988311767578e+00
1.000000000000000000e+02,-1.408152580261230469e+00,4.021492004394531250e-01,-5.201685905456542969e+00
1.010000000000000000e+02,-1.384699821472167969e+00,3.356742858886718750e-01,-5.263008117675781250e+00
1.020000000000000000e+02,-1.370988249778747559e+00,3.793315887451171875e-01,-5.276733398437500000e+00
1.030000000000000000e+02,-1.262472629547119141e+00,1.633175849914550781e+00,-5.222945690155029297e+00
1.040000000000000000e+02,-1.182522058486938477e+00,1.689251899719238281e+00,-5.235826492309570312e+00
1.000000000000000000e+02,-1.408321380615234375e+00,4.020252227783203125e-01,-5.201748847961425781e+00
1.010000000000000000e+02,-1.384722709655761719e+00,3.357563018798828125e-01,-5.262760162353515625e+00
1.020000000000000000e+02,-1.371039628982543945e+00,3.792896270751953125e-01,-5.277042388916015625e+00
1.030000000000000000e+02,-1.262446761131286621e+00,1.633153796195983887e+00,-5.222990512847900391e+00
1.040000000000000000e+02,-1.182559132575988770e+00,1.689169526100158691e+00,-5.235853672027587891e+00
1.000000000000000000e+02,-1.408233642578125000e+00,4.020643234252929688e-01,-5.201749801635742188e+00
1.010000000000000000e+02,-1.384760856628417969e+00,3.357238769531250000e-01,-5.262760162353515625e+00
1.020000000000000000e+02,-1.371080398559570312e+00,3.794479370117187500e-01,-5.276634216308593750e+00
1.030000000000000000e+02,-1.262529611587524414e+00,1.633186101913452148e+00,-5.223020553588867188e+00
1.040000000000000000e+02,-1.182555317878723145e+00,1.689234614372253418e+00,-5.235795497894287109e+00
1.000000000000000000e+02,-1.408294677734375000e+00,4.020452499389648438e-01,-5.201757431030273438e+00
1.010000000000000000e+02,-1.384846687316894531e+00,3.357610702514648438e-01,-5.262706756591796875e+00
1.020000000000000000e+02,-1.371155619621276855e+00,3.790912628173828125e-01,-5.277362823486328125e+00
1.030000000000000000e+02,-1.262515783309936523e+00,1.633115053176879883e+00,-5.222997188568115234e+00
1.040000000000000000e+02,-1.182528614997863770e+00,1.689216375350952148e+00,-5.235819339752197266e+00
1.000000000000000000e+02,-1.408325195312500000e+00,4.020137786865234375e-01,-5.201787948608398438e+00
1.010000000000000000e+02,-1.384712219238281250e+00,3.356199264526367188e-01,-5.263053894042968750e+00
1.020000000000000000e+02,-1.371179103851318359e+00,3.793125152587890625e-01,-5.277046203613281250e+00
1.030000000000000000e+02,-1.262528061866760254e+00,1.633145928382873535e+00,-5.222960948944091797e+00
1.040000000000000000e+02,-1.182526707649230957e+00,1.689219713211059570e+00,-5.235729217529296875e+00
1.000000000000000000e+02,-1.408255577087402344e+00,4.020304679870605469e-01,-5.201743125915527344e+00
1.010000000000000000e+02,-1.384690761566162109e+00,3.356628417968750000e-01,-5.263011932373046875e+00
1.020000000000000000e+02,-1.371126651763916016e+00,3.793563842773437500e-01,-5.276893615722656250e+00
1.030000000000000000e+02,-1.262495994567871094e+00,1.633127570152282715e+00,-5.222960948944091797e+00
1.040000000000000000e+02,-1.182525515556335449e+00,1.689208507537841797e+00,-5.235816478729248047e+00
1.000000000000000000e+02,-1.408295631408691406e+00,4.019913673400878906e-01,-5.201804161071777344e+00
1.010000000000000000e+02,-1.384668827056884766e+00,3.356275558471679688e-01,-5.263103485107421875e+00
1.020000000000000000e+02,-1.371152043342590332e+00,3.792781829833984375e-01,-5.277091979980468750e+00
1.030000000000000000e+02,-1.262521862983703613e+00,1.633125424385070801e+00,-5.222961902618408203e+00
1.040000000000000000e+02,-1.182523727416992188e+00,1.689201235771179199e+00,-5.235775470733642578e+00
1.000000000000000000e+02,-1.408370971679687500e+00,4.020018577575683594e-01,-5.201822280883789062e+00
1.010000000000000000e+02,-1.384679794311523438e+00,3.356370925903320312e-01,-5.263191223144531250e+00
1.020000000000000000e+02,-1.371062755584716797e+00,3.793792724609375000e-01,-5.276992797851562500e+00
1.030000000000000000e+02,-1.262471437454223633e+00,1.633183836936950684e+00,-5.222975254058837891e+00
1.040000000000000000e+02,-1.182529449462890625e+00,1.689228415489196777e+00,-5.235756397247314453e+00
1.000000000000000000e+02,-1.408351898193359375e+00,4.020261764526367188e-01,-5.201756477355957031e+00
1.010000000000000000e+02,-1.384653091430664062e+00,3.355016708374023438e-01,-5.263275146484375000e+00
1.020000000000000000e+02,-1.371061205863952637e+00,3.794612884521484375e-01,-5.277000427246093750e+00
1.030000000000000000e+02,-1.262489318847656250e+00,1.633184194564819336e+00,-5.223001480102539062e+00
1.040000000000000000e+02,-1.182523846626281738e+00,1.689301013946533203e+00,-5.235792636871337891e+00
1.000000000000000000e+02,-1.408437728881835938e+00,4.019165039062500000e-01,-5.201892852783203125e+00
1.010000000000000000e+02,-1.384600162506103516e+00,3.354415893554687500e-01,-5.263523101806640625e+00
1.020000000000000000e+02,-1.371070146560668945e+00,3.793315887451171875e-01,-5.277027130126953125e+00
1.030000000000000000e+02,-1.262505769729614258e+00,1.633150100708007812e+00,-5.223020076751708984e+00
1.040000000000000000e+02,-1.182491660118103027e+00,1.689277410507202148e+00,-5.235809803009033203e+00
1.000000000000000000e+02,-1.408331871032714844e+00,4.019646644592285156e-01,-5.201798439025878906e+00
1.010000000000000000e+02,-1.384706020355224609e+00,3.355789184570312500e-01,-5.263084411621093750e+00
1.020000000000000000e+02,-1.371134161949157715e+00,3.793334960937500000e-01,-5.276992797851562500e+00
1.030000000000000000e+02,-1.262506246566772461e+00,1.633183121681213379e+00,-5.222981929779052734e+00
1.040000000000000000e+02,-1.182540416717529297e+00,1.689280629158020020e+00,-5.235828399658203125e+00
1.000000000000000000e+02,-1.408376693725585938e+00,4.019508361816406250e-01,-5.201868057250976562e+00
1.010000000000000000e+02,-1.384677886962890625e+00,3.355579376220703125e-01,-5.263320922851562500e+00
1.020000000000000000e+02,-1.371148228645324707e+00,3.793411254882812500e-01,-5.277130126953125000e+00
1.030000000000000000e+02,-1.262513637542724609e+00,1.633212447166442871e+00,-5.222996711730957031e+00
1.040000000000000000e+02,-1.182520747184753418e+00,1.689299583435058594e+00,-5.235797882080078125e+00
1.000000000000000000e+02,-1.408187866210937500e+00,4.020910263061523438e-01,-5.201685905456542969e+00
1.010000000000000000e+02,-1.384673118591308594e+00,3.355064392089843750e-01,-5.263526916503906250e+00
1.020000000000000000e+02,-1.371112465858459473e+00,3.792076110839843750e-01,-5.277320861816406250e+00
1.030000000000000000e+02,-1.262443900108337402e+00,1.633229374885559082e+00,-5.222947120666503906e+00
1.040000000000000000e+02,-1.182539105415344238e+00,1.689343810081481934e+00,-5.235795021057128906e+00
1.000000000000000000e+02,-1.408351898193359375e+00,4.019804000854492188e-01,-5.201815605163574219e+00
1.010000000000000000e+02,-1.384669780731201172e+00,3.356084823608398438e-01,-5.263126373291015625e+00
1.020000000000000000e+02,-1.371044278144836426e+00,3.795242309570312500e-01,-5.276691436767578125e+00
1.030000000000000000e+02,-1.262427806854248047e+00,1.633236050605773926e+00,-5.222901821136474609e+00
